"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"5/05/2014","Cigar Emporium","CIGAR EMPORIUM WALNUT CREEK CA05/01","32.52","debit","Uncategorized","Day to Day","",""
"5/05/2014","Diablo Rock Gym","DIABLO ROCK GYM CONCORD CA05/01","73.00","debit","Gym","Day to Day","",""
"5/05/2014","Berkeley Bowl Marketpl","BERKELEY BOWL MARKETPL BERKELEYCA   268501  05/05","7.21","debit","Groceries","Day to Day","",""
"5/05/2014","Target","TARGET T2767 TARGET T2 OAKLAND CA    515351  05/05","20.49","debit","Shopping","Day to Day","",""
"5/05/2014","Whole Foods","WHOLE FOODS MARK 1333 Walnut Creek CA620015  05/04","6.95","debit","Groceries","Day to Day","",""
"5/05/2014","Starbucks","STARBUCKS #05699 PLACE Placerville CA        05/04","1.75","debit","Coffee Shops","Day to Day","",""
"5/02/2014","Berkeley Bowl Marketpl","BERKELEY BOWL MARKETPL BERKELEYCA   595258  05/02","19.14","debit","Groceries","Day to Day","",""
"5/02/2014","Great Clips","GREAT CLIPS 2 000004 PLEASANT HILL CA        05/01","16.00","debit","Hair","Day to Day","",""
"5/02/2014","Macy's","MACYS WEB PYMT   ONLINE PMT 50359           WEB ID: 1460358360","182.87","debit","Clothing","Day to Day","",""
"5/01/2014","Chevron","CHEVRON 00095595 WALNUT CREEK CA04/30","64.76","debit","Gas & Fuel","Day to Day","",""
"5/01/2014","Vitaminshoppe","VITAMINSHOPPE638 215 PLEASANT HILL CA        05/01","34.17","debit","Uncategorized","Day to Day","",""
"5/01/2014","Transfer to CREDIT CARD","CHASE            AUTOPAY    000000000030973 PPD ID: 4760039224","331.41","debit","Credit Card Payment","Day to Day","",""
"5/01/2014","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","200.00","debit","Transfer","Day to Day","",""
"5/01/2014","Transfer from Day to Day","AUTOMATIC PAYMENT - THANK","331.41","credit","Credit Card Payment","CREDIT CARD","",""
"4/30/2014","Interest","INTEREST PAYMENT","0.01","credit","Interest Income","CHASE SAVINGS","",""
"4/30/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA         04/30 Purchase $27.","67.86","debit","Groceries","Day to Day","",""
"4/30/2014","Beverages & More","BEVERAGES & MORE #116 EMERYVILLECA  583825  04/30","22.85","debit","Alcohol & Bars","Day to Day","",""
"4/30/2014","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","400.00","debit","Transfer","Day to Day","",""
"4/30/2014","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","1631.24","credit","Paycheck","Day to Day","",""
"4/30/2014","Pete Brass Rail","PETE'S BRASS RAIL & CA DANVILLECA           04/29","24.00","debit","Restaurants","Day to Day","",""
"4/29/2014","AT&T","AT&T PARK CONCESS 76 SAN FRANCISCO CA        04/26","21.50","debit","Home Phone","Day to Day","",""
"4/29/2014","AT&T","AT&T PARK CONCESS 76 SAN FRANCISCO CA        04/26","13.50","debit","Home Phone","Day to Day","",""
"4/29/2014","Sq E Cafe","SQ *E-22 CAFE' INC. Emeryville CA            04/28","8.97","debit","Restaurants","Day to Day","",""
"4/28/2014","Chevron","CHEVRON 00095595 WALNUT CREEK CA04/26","12.28","debit","Gas & Fuel","Day to Day","",""
"4/28/2014","Walnut Creek Hardware","WALNUT CREEK HARDWARE WALNUT CREEK CA        04/26","31.86","debit","Home","Day to Day","",""
"4/28/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 644159  04/27","34.06","debit","Groceries","Day to Day","",""
"4/28/2014","Peet's Coffee","PEETS #01402 WALNUT CREEK CA04/27","1.80","debit","Coffee Shops","Day to Day","",""
"4/28/2014","Check 188","CHECK 188","950.00","debit","Check","Day to Day","",""
"4/28/2014","Trappist","THE TRAPPIST OAKLAND CA04/25","28.75","debit","Alcohol & Bars","Day to Day","",""
"4/28/2014","BART","BART-CLIPPER EMBARCA SAN FRANCISCO CA        04/26","25.00","debit","Public Transportation","Day to Day","",""
"4/28/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 257997  04/26","7.98","debit","Groceries","Day to Day","",""
"4/25/2014","Berkeley Bowl Marketpl","BERKELEY BOWL MARKETPL BERKELEYCA   478577  04/25","5.22","debit","Groceries","Day to Day","",""
"4/25/2014","Big Stone Publishing","BIG STONE PUBLISHING, CARBONDALECO          04/23","29.95","debit","Uncategorized","Day to Day","",""
"4/24/2014","Whole Foods","WHOLE FOODS MARK 1333 Walnut Creek CA144155  04/23","11.70","debit","Groceries","Day to Day","",""
"4/24/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 867055  04/24","4.46","debit","Groceries","Day to Day","",""
"4/24/2014","PayPal","PAYPAL           INST XFER  5TLJ27ZS4GY7S   WEB ID: PAYPALSI66","53.15","debit","Shopping","Day to Day","",""
"4/24/2014","MotoSport","REVZILLA MOTORSPORTS","195.40","debit","Service & Parts","CREDIT CARD","",""
"4/23/2014","Pacific Bay Coffee","PACIFIC BAY COFFEE WALNUT CREEKCA           04/22","2.35","debit","Coffee Shops","Day to Day","",""
"4/23/2014","Rothar Rua Llc","ROTHAR RUA LLC SAN FRANCISCO CA04/22","9.42","debit","Uncategorized","Day to Day","",""
"4/23/2014","Pete Brass Rail","PETE'S BRASS RAIL & CA DANVILLECA           04/22","23.00","debit","Restaurants","Day to Day","",""
"4/23/2014","AES","AES              STDNT LOANPPD ID: E231693362","275.15","debit","Student Loan","Day to Day","",""
"4/22/2014","Summer Thai Cusine","SUMMER THAI CUSINE EMERYVILLE CA04/21","8.18","debit","Restaurants","Day to Day","",""
"4/22/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 664557  04/21","10.96","debit","Groceries","Day to Day","",""
"4/22/2014","Carquest","CARQUEST      0407517 WALNUT CREEK CA943919  04/22","10.83","debit","Service & Parts","Day to Day","",""
"4/22/2014","Netflix","NETFLIX.COM NETFLIX.COM CA04/22","7.99","debit","Movies & DVDs","Day to Day","",""
"4/22/2014","Diablo Rock Gym","DIABLO ROCK GYM CONCORD CA04/20","26.77","debit","Gym","Day to Day","",""
"4/21/2014","Csi","CSI-095595/1542 WALNUT CREEK CA055722  04/21","63.03","debit","Uncategorized","Day to Day","",""
"4/21/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA         04/20 Purchase $8.5","48.54","debit","Groceries","Day to Day","",""
"4/21/2014","Redbox","REDBOX *DVD RENTAL OAKBROOK TERIL           04/19","1.63","debit","Movies & DVDs","Day to Day","",""
"4/21/2014","Trader Joe's","TRADER JOE'S # 123 WALNUT CREEKCA   313406  04/19","14.94","debit","Groceries","Day to Day","",""
"4/21/2014","Whole Foods","WHOLE FOODS MARK 1333 Walnut Creek CA918744  04/19","15.21","debit","Groceries","Day to Day","",""
"4/21/2014","Peet's Coffee","PEET'S #11102 EMERYVILLE CA04/18","3.54","debit","Coffee Shops","Day to Day","",""
"4/21/2014","Mediterraneo Pizza","MEDITERRANEO PIZZA EMERYVILLE CA04/18","7.45","debit","Restaurants","Day to Day","",""
"4/18/2014","Whole Foods","WHOLE FOODS MARK 1333 Walnut Creek CA924114  04/18","13.65","debit","Groceries","Day to Day","",""
"4/18/2014","Check 187","CHECK 187","109.00","debit","Check","Day to Day","",""
"4/18/2014","Coach","COACH SUSHI OAKLAND CA04/17","55.94","debit","Clothing","Day to Day","",""
"4/18/2014","Sidebar","SIDEBAR OAKLAND CA04/17","50.00","debit","Uncategorized","Day to Day","",""
"4/17/2014","City Walnut Creek","CITY OF WALNUT CREEK WALNUT CREEK CA         04/15","1.00","debit","Parking","Day to Day","",""
"4/17/2014","A Shoe Repair","A-1 SHOE REPAIR WALNUT CREEK CA04/15","4.34","debit","Clothing","Day to Day","",""
"4/17/2014","Target","TARGET T2767 TARGET T2 OAKLAND CA    149436  04/17","16.35","debit","Shopping","Day to Day","",""
"4/15/2014","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","1666.09","credit","Paycheck","Day to Day","",""
"4/15/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 348313  04/15","24.65","debit","Groceries","Day to Day","",""
"4/15/2014","Kitchen Table","KITCHEN TABLE WALNUT CREEK CA154676  04/15","19.53","debit","Groceries","Day to Day","",""
"4/15/2014","Target","TARGET T1208 TARGET T WALNUT CREEK CA        04/15 Purchase $26.","66.00","debit","Shopping","Day to Day","",""
"4/15/2014","Pete Brass Rail","PETE'S BRASS RAIL & CA DANVILLECA           04/14","23.00","debit","Restaurants","Day to Day","",""
"4/14/2014","Michaels","MICHAELS STORES 1673 MODESTO CA04/13","13.97","debit","Hobbies","Day to Day","",""
"4/14/2014","Target","TARGET T0938 TARGET T0 Modesto CA    044400  04/13","21.51","debit","Shopping","Day to Day","",""
"4/14/2014","Spotify","Spotify USA 877-778-1161 NY04/13","9.99","debit","Music","Day to Day","",""
"4/13/2014","Vail Resorts Estore","VAIL RESORTS ESTORE SALES","52.95","debit","Hotel","CREDIT CARD","",""
"4/11/2014","Chef Jon Lee","CHEF JON LEE WALNUT CREEK CA04/10","13.69","debit","Uncategorized","Day to Day","",""
"4/11/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 455355  04/11","2.08","debit","Groceries","Day to Day","",""
"4/10/2014","Trick Dog","TRICK DOG SAN FRANCISCO CA04/09","26.00","debit","Uncategorized","Day to Day","",""
"4/09/2014","Pete Brass Rail","PETE'S BRASS RAIL & CA DANVILLECA           04/08","23.75","debit","Restaurants","Day to Day","",""
"4/09/2014","Hollis Cleaners Emeryville","HOLLIS CLEANERS EMERYVILLE CA04/07","12.00","debit","Laundry","Day to Day","",""
"4/09/2014","Target","TARGET T2768 TARGET SAN FRANCISCO CA 636120  04/09","70.54","debit","Shopping","Day to Day","",""
"4/08/2014","ATM Deposit Mtdiablo","ATM CHECK DEPOSIT 04/08 1360 MTDIABLO BLVD WALNUT CREEK CA","800.00","credit","Income","CHASE SAVINGS","",""
"4/08/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 396599  04/08","3.67","debit","Groceries","Day to Day","",""
"4/08/2014","Chevron","CHEVRON 00095595 WALNUT CREEK CA04/08","55.64","debit","Gas & Fuel","Day to Day","",""
"4/07/2014","Cabuccis","CABUCCIS EMERYVILLE CA04/04","10.63","debit","Restaurants","Day to Day","",""
"4/07/2014","Corner","THE CORNER STORE SAN FRANCISCO CA            04/05","22.23","debit","Uncategorized","Day to Day","",""
"4/07/2014","Corner","THE CORNER STORE SAN FRANCISCO CA            04/05","22.66","debit","Uncategorized","Day to Day","",""
"4/07/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 454455  04/05","24.38","debit","Groceries","Day to Day","",""
"4/07/2014","Berkeley Bowl Marketpl","BERKELEY BOWL MARKETPL BERKELEYCA   276037  04/07","20.91","debit","Groceries","Day to Day","",""
"4/07/2014","Redbox","REDBOX *DVD RENTAL OAKBROOK TERIL           04/05","1.30","debit","Movies & DVDs","Day to Day","",""
"4/07/2014","Target","TARGET T1208 TARGET T WALNUT CREEK CA421523  04/06","18.64","debit","Shopping","Day to Day","",""
"4/07/2014","Cheap Pete Wc","CHEAP PETE'S WC WALNUT CREEK CA323575  04/06","49.82","debit","Uncategorized","Day to Day","",""
"4/07/2014","Container Store","CONTAINERSTOREWALNUTC WALNUT CREEK CA894633  04/06","53.41","debit","Furnishings","Day to Day","",""
"4/04/2014","Whole Foods","WHOLE FOODS MARK 1333 Walnut Creek CA733384  04/04","20.38","debit","Groceries","Day to Day","",""
"4/04/2014","Costa","CONTRA COSTA AUTOMOTI WALNUT CREEK CA        04/03","19.36","debit","Travel","Day to Day","",""
"4/04/2014","City Walnut Creek","CITY OF WALNUT CREEK WALNUT CREEK CA         04/02","0.75","debit","Parking","Day to Day","",""
"4/03/2014","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","600.00","debit","Transfer","Day to Day","",""
"4/03/2014","Diablo Rock Gym","DIABLO ROCK GYM CONCORD CA04/01","3.00","debit","Gym","Day to Day","",""
"4/03/2014","Diablo Rock Gym","DIABLO ROCK GYM","160.00","debit","Gym","CREDIT CARD","",""
"4/02/2014","ATM Fee","NON-CHASE ATM WITHDRAW877604  04/02WALNUT CR","3.00","debit","ATM Fee","Day to Day","",""
"4/02/2014","Non Chase ATM","NON-CHASE ATM WITHDRAW877604  04/02WALNUT CR","40.00","debit","Cash & ATM","Day to Day","",""
"4/02/2014","Whole Foods","WHOLE FOODS MARK 1333 Walnut Creek CA334483  04/01","9.99","debit","Groceries","Day to Day","",""
"4/02/2014","Walnut Creek Hardware","WALNUT CREEK HARDWARE WALNUT CREEK CA743242  04/02","6.50","debit","Home","Day to Day","",""
"4/02/2014","Target","TARGET T1208 TARGET T WALNUT CREEK CA131215  04/02","22.21","debit","Shopping","Day to Day","",""
"4/02/2014","Mediterraneo Pizza","MEDITERRANEO PIZZA EMERYVILLE CA03/31","7.45","debit","Restaurants","Day to Day","",""
"4/02/2014","Eastbay","OPAY EAST BAY MUD FEE 800-4874567 CA         03/31","2.75","debit","Sporting Goods","Day to Day","",""
"4/02/2014","Eastbay","EAST BAY MUD 800-4874567 CA03/31","38.00","debit","Sporting Goods","Day to Day","",""
"4/02/2014","Non Chase ATM","NON-CHASE ATM FEE-WITH","2.00","debit","ATM Fee","Day to Day","",""
"4/01/2014","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","200.00","debit","Transfer","Day to Day","",""
"4/01/2014","Pete Brass Rail","PETE'S BRASS RAIL & CA DANVILLECA           03/31","69.35","debit","Restaurants","Day to Day","",""
"4/01/2014","Toy Boat Dessert","TOY BOAT DESSERT CAF SAN FRANCISCO CA        03/30","8.20","debit","Toys","Day to Day","",""
"4/01/2014","Corner","THE CORNER STORE SAN FRANCISCO CA            03/30","54.92","debit","Uncategorized","Day to Day","",""
"4/01/2014","U-Haul","U-HAUL OF CONCORD CONCORD CA03/29","1.74","debit","Home Services","Day to Day","",""
"3/31/2014","Interest","INTEREST PAYMENT","0.01","credit","Interest Income","CHASE SAVINGS","",""
"3/31/2014","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","1676.51","credit","Paycheck","Day to Day","",""
"3/31/2014","Pizzeria Delfina","PIZZERIA DELFINA SAN FRANCISCO CA            03/28","48.14","debit","Restaurants","Day to Day","",""
"3/31/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 656395  03/30","48.07","debit","Groceries","Day to Day","",""
"3/31/2014","Csi","CSI-090535/1768 SAN FRANCISCO CA039527  03/30","57.57","debit","Uncategorized","Day to Day","",""
"3/31/2014","Target","TARGET T2768 TARGET SAN FRANCISCO CA 060583  03/30","20.73","debit","Shopping","Day to Day","",""
"3/31/2014","Csi","CSI-095595/1542 WALNUT CREEK CA048220  03/29","7.99","debit","Uncategorized","Day to Day","",""
"3/31/2014","Csi","CSI-095595/1542 WALNUT CREEK CA052259  03/29","4.02","debit","Uncategorized","Day to Day","",""
"3/31/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 619323  03/29","11.29","debit","Groceries","Day to Day","",""
"3/31/2014","U-Haul","U-HAUL MOVING & 1525 SAN FRANCISCO CA230032  03/29","178.12","debit","Home Services","Day to Day","",""
"3/31/2014","House Bagels","HOUSE OF BAGELS INC SAN FRANCISCO CA         03/29","7.80","debit","Fast Food","Day to Day","",""
"3/28/2014","Berkeley Bowl Marketpl","BERKELEY BOWL MARKETPL BERKELEYCA   459206  03/28","16.07","debit","Groceries","Day to Day","",""
"3/28/2014","USPS","USPS 0555180013/1585 6 EMERYVILLE CA 138488  03/28","4.45","debit","Shipping","Day to Day","",""
"3/27/2014","ATM Withdrawal Cali","ATM WITHDRAWAL000086  03/272435 CALI","40.00","debit","Cash & ATM","Day to Day","",""
"3/26/2014","Cafe La Scala","CAFE LA SCALA WALNUT CREEK CA03/25","5.75","debit","Restaurants","Day to Day","",""
"3/26/2014","Apple","GREEN APPLE BOOKS SAN FRANCISCOCA   106193  03/26","29.37","debit","Electronics & Software","Day to Day","",""
"3/25/2014","Standard Plbg Hard","STANDARD PLBG & HARD SAN FRANCISCO CA        03/24","30.54","debit","Home Improvement","Day to Day","",""
"3/24/2014","Wc Liquor Grocerie","WC LIQUOR & GROCERIE SAN FRANCISCO CA        03/22","16.30","debit","Alcohol & Bars","Day to Day","",""
"3/24/2014","Cavalier","THE CAVALIER SAN FRANCISCO CA03/22","27.64","debit","Uncategorized","Day to Day","",""
"3/24/2014","Safeway","SAFEWAY STORE     26 San Francisco CA464401  03/23","34.89","debit","Groceries","Day to Day","",""
"3/24/2014","Berkeley Bowl Marketpl","BERKELEY BOWL MARKETPL BERKELEYCA   552552  03/24","14.31","debit","Groceries","Day to Day","",""
"3/24/2014","Corner","THE CORNER STORE SAN FRANCISCO CA            03/22","30.00","debit","Uncategorized","Day to Day","",""
"3/24/2014","Chevron","CHEVRON 00090535 SAN FRANCISCO CA            03/23","59.08","debit","Gas & Fuel","Day to Day","",""
"3/24/2014","Netflix","NETFLIX.COM NETFLIX.COM CA03/22","7.99","debit","Movies & DVDs","Day to Day","",""
"3/24/2014","AES","AES              STDNT LOANPPD ID: E231693362","275.97","debit","Student Loan","Day to Day","",""
"3/21/2014","Berkeley Bowl Marketpl","BERKELEY BOWL MARKETPL BERKELEYCA   282885  03/21","19.93","debit","Groceries","Day to Day","",""
"3/21/2014","Safeway","SAFEWAY STORE     26 San Francisco CA465857  03/20","25.87","debit","Groceries","Day to Day","",""
"3/20/2014","Trick Dog","TRICK DOG SAN FRANCISCO CA03/19","25.00","debit","Uncategorized","Day to Day","",""
"3/20/2014","El Metate","EL METATE SAN FRANCISCO CA03/20","8.50","debit","Restaurants","Day to Day","",""
"3/20/2014","Healthy Spirits Cleme","HEALTHY SPIRITS CLEME 415-672-5008 CA        03/18","13.22","debit","Health & Fitness","Day to Day","",""
"3/18/2014","Trader Joe's","TRADER JOE'S # 072 EMERYVILLE CA563903  03/18","6.85","debit","Groceries","Day to Day","",""
"3/18/2014","Redbox","REDBOX *DVD RENTAL OAKBROOK TERIL           03/16","1.31","debit","Movies & DVDs","Day to Day","",""
"3/17/2014","Trader Joe's","TRADER JOE'S # 100 SANFRANCISCOCA   455956  03/15","16.59","debit","Groceries","Day to Day","",""
"3/17/2014","Bitter End","THE BITTER END SAN FRANCISCO CA03/15","15.00","debit","Uncategorized","Day to Day","",""
"3/17/2014","Columbia Sportswear","COLUMBIA SPORTSWEAR CO RICHMONDCA   767418  03/15","126.99","debit","Clothing","Day to Day","",""
"3/17/2014","Chevron","CHEVRON 00090535 SAN FRANCISCO CA            03/15","11.19","debit","Gas & Fuel","Day to Day","",""
"3/17/2014","ATM Withdrawal Gear","ATM WITHDRAWAL004151  03/153301 GEAR","60.00","debit","Cash & ATM","Day to Day","",""
"3/17/2014","Point Richmond Market","POINT RICHMOND MARKET RICHMOND CA            03/15","9.48","debit","Groceries","Day to Day","",""
"3/17/2014","Ellas Restaurant","ELLAS RESTAURANT SAN FRANCISCO CA            03/16","29.81","debit","Restaurants","Day to Day","",""
"3/17/2014","Lyft","LYFT 8558659553 CA03/15","7.00","debit","Rental Car & Taxi","Day to Day","",""
"3/17/2014","Safeway","SAFEWAY STORE     26 San Francisco CA551145  03/16","29.12","debit","Groceries","Day to Day","",""
"3/17/2014","Planet Granite B","PLANET GRANITE B DUESPPD ID: 2943391093","75.00","debit","Gym","Day to Day","",""
"3/17/2014","Alamo Square Seafood","ALAMO SQUARE SEAFOOD SAN FRANCISCO CA        03/14","60.00","debit","Restaurants","Day to Day","",""
"3/17/2014","Fastrak","FASTRAK CSC 415-486-8655 CA03/14","105.00","debit","Auto & Transport","Day to Day","",""
"3/14/2014","Spotify","Spotify USA 877-778-1161 NY03/14","9.99","debit","Music","Day to Day","",""
"3/14/2014","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","645.39","credit","Paycheck","Day to Day","",""
"3/14/2014","Berkeley Bowl Marketpl","BERKELEY BOWL MARKETPL BERKELEYCA   203611  03/14","11.03","debit","Groceries","Day to Day","",""
"3/14/2014","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","1564.00","credit","Paycheck","Day to Day","",""
"3/12/2014","Whole Foods","WHOLE FOODS MARK 690 San Francisco CA429986  03/11","24.14","debit","Groceries","Day to Day","",""
"3/12/2014","Target","TARGET T2768 TARGET SAN FRANCISCO CA 923214  03/12","6.79","debit","Shopping","Day to Day","",""
"3/12/2014","Men's Wearhouse","THE MENS WEARHOUSE #2182","171.41","debit","Clothing","CREDIT CARD","",""
"3/11/2014","Chevron","CHEVRON 00208478 EMERYVILLE CA03/10","57.88","debit","Gas & Fuel","Day to Day","",""
"3/11/2014","Gunbarrel Tavern","GUNBARREL TAVERN SOUTH LAKE TA CA            03/09","17.16","debit","Restaurants","Day to Day","",""
"3/10/2014","Noah's Bagels","NOAH'S BAGELS #2120 SAN FRANCISCO CA         03/07","1.15","debit","Fast Food","Day to Day","",""
"3/10/2014","Coyote Grill","COYOTE GRILL ZEPHYR COVE NV03/08","23.54","debit","Restaurants","Day to Day","",""
